province,latitude,longitude,rainfall,soil_ph,crop,yield,year
South Sulawesi,-2.4421,120.5956,2010,6.0,Cocoa,1.59,2016
West Sumatra,0.0817,99.8515,2798,5.06,Cinnamon,0.82,2015
North Sumatra,3.3984,98.4671,2628,5.41,Palm Oil,3.9,2016
Aceh,4.4778,97.0816,2384,6.29,Corn,4.06,2015
Banten,-6.4519,106.352,2452,5.32,Rice,3.86,2023
Central Kalimantan,-1.6586,114.3027,3229,5.0,Palm Oil,3.51,2017
Southeast Sulawesi,-3.9284,121.6003,2053,5.58,Cocoa,1.96,2024
Jakarta Special Capital Region,-6.3512,106.9096,1674,6.29,Fruit,3.96,2020
Central Kalimantan,-1.7494,112.6006,3141,5.52,Rice,4.51,2018
West Nusa Tenggara,-8.8332,117.0501,1906,5.69,Rice,5.0,2022
Papua,-5.3998,139.3699,3724,5.01,Cassava,8.31,2016
Central Java,-7.3585,111.0772,2654,5.64,Rice,4.72,2019
West Nusa Tenggara,-8.2146,118.0105,1785,6.34,Corn,4.69,2017
West Nusa Tenggara,-8.6669,117.455,1835,5.85,Corn,3.88,2015
Lampung,-4.4338,105.6931,2036,6.33,Sugarcane,7.51,2022
Central Kalimantan,-1.3715,113.0751,3111,6.07,Rice,4.15,2015
Jakarta Special Capital Region,-6.2263,106.9003,1966,6.14,Fruit,3.51,2015
Bangka-Belitung Islands,-2.1535,105.9701,2085,5.15,Rice,4.84,2017
Southeast Sulawesi,-3.0006,122.0551,2155,5.41,Rice,4.87,2023
West Kalimantan,1.2592,109.4151,3254,4.87,Palm Oil,3.94,2015
Bangka-Belitung Islands,-1.7373,105.742,1883,5.42,Rubber,0.83,2018
South Sulawesi,-4.0681,120.2167,2112,5.75,Cashew,0.9,2024
West Nusa Tenggara,-8.2904,117.9461,1805,6.01,Corn,4.31,2020
North Maluku,0.8084,128.0259,2987,5.85,Nutmeg,0.9,2015
Papua,-5.2644,139.4204,3619,5.61,Rice,4.58,2015
Papua,-6.0905,139.8457,3503,5.52,Rice,4.49,2022
Riau,-0.5975,103.1773,2604,4.76,Palm Oil,3.61,2022
Special Region of Yogyakarta,-7.93,110.3801,2951,5.96,Corn,3.86,2017
Gorontalo,0.6718,123.0906,2222,5.5,Cashew,1.0,2024
Bengkulu,-3.3794,102.0627,2569,5.46,Rice,3.99,2022
Bali,-8.4181,115.2249,2297,5.22,Rice,4.73,2023
West Sulawesi,-3.1688,119.5089,2253,5.77,Cocoa,1.58,2015
Banten,-6.2108,106.1265,1936,6.12,Corn,4.46,2024
Jakarta Special Capital Region,-6.2282,106.8842,1696,6.72,Urban Vegetables,4.75,2019
South Sumatra,-3.0278,104.5775,2659,5.04,Palm Oil,3.27,2017
North Kalimantan,3.17,116.257,2610,6.15,Rice,5.03,2017
Aceh,2.4633,97.7887,2775,5.64,Corn,4.1,2024
Bangka-Belitung Islands,-2.8536,107.7755,2015,5.47,Rice,4.6,2019
West Java,-6.855,107.1858,2731,5.47,Rice,3.88,2015
North Sumatra,2.9402,99.1416,2599,5.02,Palm Oil,3.75,2015
Southeast Sulawesi,-4.3322,122.1211,2083,5.27,Cocoa,1.97,2021
Central Java,-7.4677,110.8341,3110,5.9,Corn,3.9,2020
West Nusa Tenggara,-8.4345,117.5678,1996,6.04,Corn,3.99,2018
West Sumatra,0.5273,100.0563,2690,5.2,Cinnamon,0.83,2015
Special Region of Yogyakarta,-7.9787,110.4073,2466,6.28,Corn,3.97,2023
South Sumatra,-3.4087,104.9424,2173,5.0,Palm Oil,3.65,2023
West Sumatra,-0.433,100.5514,2757,5.5,Tea,1.8,2016
Banten,-6.0951,106.3524,1872,5.59,Rice,4.68,2015
West Sumatra,-0.9737,98.9331,2545,5.18,Rice,4.34,2023
South Sumatra,-3.0313,102.7543,2072,5.41,Palm Oil,3.92,2019
North Sumatra,1.2567,97.3498,3064,5.28,Rice,4.04,2021
Papua,-6.0119,139.7764,3418,5.23,Sago,10.26,2023
West Papua,-3.8138,134.0761,3379,5.3,Sago,10.69,2022
West Sumatra,-0.3347,100.1274,2740,5.15,Rice,5.17,2018
Gorontalo,0.5937,122.8322,2609,6.04,Rice,4.56,2020
South Sumatra,-4.8206,103.9809,2077,5.38,Rice,4.72,2020
North Sumatra,0.5283,99.2993,2857,5.8,Rice,5.12,2016
North Kalimantan,3.0497,115.6826,2831,5.83,Palm Oil,3.79,2016
South Sulawesi,-5.1754,120.1577,2084,5.0,Cocoa,1.74,2024
North Maluku,0.4979,128.3064,2524,5.78,Nutmeg,0.89,2015
Gorontalo,0.5199,122.6309,2273,6.44,Corn,4.24,2022
South Sumatra,-1.6619,104.4141,2016,4.87,Palm Oil,3.92,2024
East Java,-7.9914,111.829,2496,6.34,Tobacco,1.84,2017
Lampung,-4.3556,105.8244,2505,5.54,Rice,4.1,2016
West Sumatra,-0.6781,100.4983,2562,5.61,Rice,4.27,2024
Riau,1.1746,101.1454,2736,5.75,Rubber,0.83,2016
West Java,-7.2911,106.7043,3116,4.85,Tea,1.84,2019
Jambi,-2.5446,101.7105,2478,5.63,Coffee,1.53,2024
Papua,-7.3784,139.5387,3764,5.84,Rice,4.67,2018
Jakarta Special Capital Region,-6.3266,106.8286,2003,6.55,Urban Vegetables,4.91,2021
Bengkulu,-2.5281,101.3704,2566,5.64,Coffee,1.33,2021
Gorontalo,0.625,121.8479,2246,5.94,Corn,4.29,2022
South Sumatra,-3.818,103.1408,2441,4.95,Rubber,0.82,2016
West Sulawesi,-1.8416,119.5719,2273,5.58,Rice,4.39,2016
Central Sulawesi,0.458,120.2744,2405,5.83,Cocoa,1.82,2016
Jambi,-1.2131,103.4531,2438,5.51,Coffee,1.43,2020
West Java,-5.9224,107.0206,2728,5.93,Rice,4.13,2019
West Java,-7.4806,107.6088,3129,6.38,Rice,4.51,2017
Riau,0.2918,100.787,2518,5.02,Palm Oil,4.22,2021
East Nusa Tenggara,-9.3941,124.973,1379,6.37,Corn,4.96,2022
West Nusa Tenggara,-8.362,118.2039,1750,5.93,Corn,4.06,2023
Aceh,4.5557,96.5544,2581,5.36,Coffee,1.29,2024
Central Sulawesi,-1.4095,119.9794,2270,5.36,Rice,4.63,2024
South Sumatra,-2.9688,103.4168,2414,4.89,Rubber,0.83,2016
Gorontalo,0.6897,122.1432,2326,5.44,Rice,4.99,2017
Banten,-6.1553,106.1281,2239,5.74,Corn,3.89,2016
West Sumatra,-0.1186,100.3719,2588,5.71,Rice,4.81,2018
West Sulawesi,-1.4421,119.3154,2513,5.43,Cocoa,1.39,2016
Bengkulu,-4.4599,103.0859,2188,6.06,Coffee,1.36,2020
Bengkulu,-2.6983,101.8167,2010,5.0,Coffee,1.12,2018
North Kalimantan,2.511,115.3072,2768,4.92,Palm Oil,3.78,2024
Aceh,5.2708,95.9254,2285,5.66,Rice,4.83,2021
Bangka-Belitung Islands,-1.9298,105.4872,2128,4.73,Rubber,1.0,2022
West Sulawesi,-1.0091,119.5335,1943,6.01,Rice,3.91,2015
Central Java,-7.3536,110.1023,2921,5.64,Rice,5.16,2023
East Kalimantan,0.9913,116.5809,3169,4.85,Rubber,0.81,2019
Maluku,-3.3331,129.9287,2694,6.24,Coconut,3.26,2016
South Sulawesi,-4.5387,120.2792,2190,5.37,Cocoa,1.81,2019
Central Sulawesi,-1.3251,122.824,2351,5.61,Cocoa,1.66,2015
West Java,-6.8303,107.2159,2737,6.09,Coffee,1.27,2024
South Sumatra,-2.7293,104.2021,2123,5.69,Rice,4.86,2023
West Sumatra,0.4634,99.6046,2768,5.69,Rice,4.72,2019
Banten,-6.0923,106.6923,2113,6.13,Corn,4.1,2020
Special Region of Yogyakarta,-7.7365,110.3993,2828,6.11,Rice,5.13,2019
Gorontalo,0.5545,121.4251,2319,5.61,Rice,5.46,2022
Central Sulawesi,-1.6171,120.9273,2342,5.48,Cocoa,1.83,2024
Jakarta Special Capital Region,-6.2396,106.8793,1664,6.49,Fruit,3.92,2016
East Java,-7.4313,111.6921,2488,5.26,Rice,4.82,2021
North Sumatra,-0.2014,98.4432,2825,4.85,Palm Oil,3.88,2019
West Papua,-1.7652,133.192,3668,4.97,Sago,10.93,2019
North Kalimantan,3.6167,116.2589,2610,4.66,Rubber,0.93,2016
Maluku,-3.5951,127.2186,2909,5.77,Coconut,3.29,2015
West Papua,-2.751,132.4527,3183,6.21,Sweet Potato,12.52,2016
South Sulawesi,-5.4152,119.8904,2357,6.13,Corn,4.58,2020
Bali,-8.4527,115.496,1897,5.66,Rice,4.74,2023
Jakarta Special Capital Region,-6.1599,106.8881,1799,6.1,Urban Vegetables,4.77,2016
West Java,-7.157,108.1095,3300,5.99,Coffee,1.35,2017
Jakarta Special Capital Region,-6.2705,106.8903,1755,6.51,Urban Vegetables,5.12,2015
West Kalimantan,1.3478,109.3974,3241,4.58,Palm Oil,3.62,2018
West Sulawesi,-1.4714,119.6285,2150,5.3,Cocoa,1.62,2015
Banten,-6.1094,106.4143,1719,5.72,Corn,3.52,2024
Southeast Sulawesi,-3.6611,121.7716,2419,5.74,Cashew,0.76,2024
Bali,-8.1787,115.0392,1973,5.83,Coffee,1.36,2024
South Kalimantan,-3.7535,115.3805,3179,5.47,Palm Oil,3.48,2018
Bangka-Belitung Islands,-2.1219,105.2787,2111,5.31,Rice,4.99,2020
North Maluku,-0.0404,127.8882,2939,6.52,Coconut,3.42,2017
North Kalimantan,2.3782,116.3607,2879,5.92,Rice,4.18,2016
East Java,-6.8694,111.6891,2703,5.77,Tobacco,1.69,2022
Jambi,-1.0897,102.7997,2663,5.81,Rice,4.72,2015
North Maluku,-1.6764,124.4515,3215,5.59,Nutmeg,0.8,2019
West Java,-6.567,107.4338,3338,4.98,Tea,1.87,2023
Lampung,-5.3945,104.9181,1869,5.35,Coffee,1.43,2020
North Kalimantan,3.3155,115.719,2620,5.22,Palm Oil,4.18,2023
North Sumatra,0.3584,99.2074,2904,5.03,Palm Oil,4.0,2016
West Sulawesi,-2.6578,118.8349,2165,5.74,Cocoa,1.77,2023
West Sulawesi,-2.1741,119.5299,2515,5.23,Cocoa,1.42,2023
West Nusa Tenggara,-8.2677,116.4767,1787,5.44,Rice,4.7,2022
West Papua,-0.8727,134.1153,3617,5.07,Cassava,10.21,2021
Central Java,-7.3063,109.0647,2748,5.23,Rice,4.94,2017
West Sumatra,-1.6076,101.4262,2779,5.14,Tea,1.96,2016
Bangka-Belitung Islands,-1.8466,106.0923,2003,6.07,Rice,4.38,2018
Southeast Sulawesi,-3.4212,122.029,1834,5.5,Cashew,0.86,2022
Riau Islands,0.8051,103.4654,2544,6.61,Coconut,4.15,2019
South Sulawesi,-4.26,119.7473,2536,6.06,Corn,3.73,2016
Jakarta Special Capital Region,-6.1085,106.7542,2015,5.94,Fruit,3.78,2016
South Sumatra,-2.9976,103.6365,2165,5.37,Palm Oil,4.35,2018
West Sulawesi,-1.9733,119.3215,2330,5.0,Cocoa,1.75,2020
West Kalimantan,0.6247,113.2052,3495,5.66,Palm Oil,3.37,2015
Banten,-6.2229,106.6806,1874,6.47,Coconut,3.66,2018
Bangka-Belitung Islands,-2.6108,108.0027,2198,5.33,Rubber,0.97,2015
South Sulawesi,-5.2038,120.2834,2089,5.8,Corn,4.33,2020
West Kalimantan,1.2136,112.8788,3174,5.42,Palm Oil,4.11,2024
South Sumatra,-3.8423,103.2002,2308,5.59,Rice,4.62,2016
Jakarta Special Capital Region,-6.1715,106.7198,1954,5.5,Fruit,3.39,2018
Lampung,-4.9604,103.8953,2229,5.08,Coffee,1.3,2018
Riau,0.5374,101.0014,2447,4.5,Rubber,0.91,2024
West Papua,-2.0309,132.855,3241,5.83,Cassava,7.81,2016
Central Java,-7.3311,110.4706,2694,5.76,Rice,5.12,2024
Banten,-6.6199,105.8862,1990,5.84,Rice,4.8,2016
Jakarta Special Capital Region,-6.2949,106.7759,1815,5.52,Fruit,3.85,2017
Lampung,-5.403,105.667,2199,6.1,Sugarcane,6.65,2020
North Kalimantan,3.256,117.3079,2388,5.12,Rubber,0.78,2015
Central Java,-6.9863,111.2046,3100,5.99,Rice,3.91,2017
Central Kalimantan,-2.3112,115.0042,2915,5.49,Rice,5.11,2023
West Sulawesi,-2.0239,119.2365,2135,7.07,Coconut,3.5,2016
North Kalimantan,3.3363,116.9037,2771,5.76,Rice,4.9,2021
South Kalimantan,-2.6562,115.2275,3106,5.32,Rubber,0.93,2015
Southeast Sulawesi,-4.2408,122.4506,2038,5.14,Cocoa,1.86,2021
South Sulawesi,-5.5303,119.5935,2185,5.34,Cocoa,1.86,2018
Gorontalo,0.6928,122.7067,2445,6.47,Soybeans,2.24,2016
West Papua,-3.8657,134.519,3646,5.4,Cassava,9.19,2019
West Papua,-1.8871,134.1087,3515,4.55,Sago,12.72,2020
South Sulawesi,-5.9871,120.4723,2363,5.3,Cocoa,1.7,2021
Bali,-8.4867,114.9501,2287,5.0,Rice,4.55,2024
West Sumatra,0.7844,99.7831,3107,5.41,Rice,4.28,2021
Central Kalimantan,-0.7294,114.0564,3216,5.32,Rice,4.76,2021
Southeast Sulawesi,-3.5169,121.4207,2212,5.5,Cashew,0.85,2021
Special Region of Yogyakarta,-7.7988,110.5703,2569,6.25,Rice,4.39,2022
Central Java,-7.1627,109.58,2761,5.81,Rice,4.69,2016
Bangka-Belitung Islands,-3.0561,107.7009,2274,5.15,Rubber,0.94,2020
Riau Islands,3.682,108.2513,2450,6.16,Coconut,3.62,2024
Central Kalimantan,-2.2264,111.8031,3480,5.23,Palm Oil,3.51,2015
East Nusa Tenggara,-9.8547,119.9209,1360,5.42,Cocoa,1.66,2023
West Java,-6.7496,107.5945,3221,6.06,Rice,4.78,2020
Banten,-6.3522,106.6058,2067,5.51,Corn,4.23,2023
South Kalimantan,-1.5811,115.5382,3216,4.77,Rubber,0.91,2022
West Kalimantan,0.9627,112.0179,3260,5.0,Rubber,1.02,2016
Banten,-6.7843,105.7073,1987,6.15,Corn,4.79,2019
Special Region of Yogyakarta,-7.9631,110.6877,2764,5.87,Rice,5.17,2016
Papua,-6.4748,139.0803,3917,6.02,Sweet Potato,12.77,2021
Bengkulu,-3.075,101.962,2251,5.89,Rice,4.59,2018
Jakarta Special Capital Region,-6.2474,106.941,2007,6.0,Urban Vegetables,4.71,2023
South Sumatra,-3.1836,105.7765,2299,5.16,Rubber,0.97,2021
West Sulawesi,-1.8787,119.4685,2120,5.81,Rice,5.14,2022
East Java,-7.982,113.6465,2469,6.25,Corn,4.63,2019
North Sulawesi,2.6584,125.4231,2465,6.0,Cashew,0.97,2015
Bengkulu,-3.7879,102.5089,2080,4.5,Cinnamon,0.68,2020
Central Sulawesi,0.5494,121.0882,2718,5.2,Cocoa,1.38,2016
West Papua,-1.7608,133.7436,3286,4.69,Cassava,8.22,2023
West Kalimantan,-2.2565,110.6822,3072,5.25,Rice,4.48,2020
North Kalimantan,2.4636,117.7843,3028,5.47,Palm Oil,3.67,2019
West Sulawesi,-2.7313,119.2778,2062,5.93,Cocoa,1.78,2020
East Kalimantan,1.4104,117.273,2996,5.11,Rubber,0.97,2017
South Sumatra,-2.8645,104.5789,1680,5.64,Palm Oil,3.04,2021
East Java,-7.1247,112.3876,2222,5.25,Rice,4.43,2016
West Nusa Tenggara,-8.8004,117.4932,2004,6.48,Rice,3.85,2015
South Sulawesi,-2.8263,121.1654,2396,5.47,Rice,4.43,2024
South Sumatra,-3.5549,105.5312,2318,5.76,Rice,4.82,2020
Central Kalimantan,-2.9191,112.0391,3151,5.81,Rice,4.32,2016
Bangka-Belitung Islands,-2.9192,108.078,2120,5.78,Pepper,1.18,2019
South Sumatra,-2.9559,103.0174,1989,4.77,Palm Oil,3.68,2023
North Maluku,0.3611,127.3757,2461,5.67,Rice,3.95,2016
Central Sulawesi,-1.3874,119.8093,2172,5.0,Cocoa,1.47,2023
Gorontalo,0.7003,122.1713,2305,6.27,Corn,4.57,2023
Bali,-8.0922,115.2261,2283,5.51,Fruit,3.17,2017
East Kalimantan,1.7565,117.5711,2602,5.95,Rice,4.94,2019
West Sulawesi,-2.3246,119.447,2003,6.43,Coconut,3.88,2015
Central Sulawesi,-0.7758,123.0527,2510,5.16,Cocoa,1.67,2016
Papua,-5.6075,139.7447,3601,4.67,Sago,11.22,2024
West Sulawesi,-3.2699,119.0765,2049,5.2,Cocoa,1.66,2023
Southeast Sulawesi,-5.3036,123.0007,1781,5.48,Cocoa,1.67,2018
Lampung,-4.5113,105.8977,1936,5.52,Coffee,1.49,2023
West Papua,-2.0103,133.3068,3544,5.91,Cassava,10.04,2015
South Sumatra,-2.6822,103.9456,2225,5.37,Rice,5.0,2020
Banten,-6.7608,105.5666,2004,6.36,Coconut,4.13,2021
South Sumatra,-3.8975,104.5886,2209,5.21,Palm Oil,3.63,2016
West Java,-7.7025,108.3896,2859,4.8,Tea,1.75,2015
Riau Islands,1.1079,104.4241,2219,6.97,Coconut,2.99,2016
West Java,-7.5806,107.6512,2751,5.49,Rice,4.41,2020
Papua,-7.8542,138.1905,3441,5.61,Cassava,10.23,2023
West Papua,-1.8636,133.9978,3441,5.62,Sago,11.21,2015
Bali,-8.3032,115.0287,1965,5.8,Coffee,1.36,2018
North Sumatra,1.5373,99.1935,2632,5.64,Rubber,0.84,2020
West Nusa Tenggara,-8.646,116.5905,1562,6.14,Corn,4.26,2019
North Sumatra,0.5767,97.7214,2926,5.27,Rubber,1.02,2017
South Kalimantan,-2.5278,115.3786,2862,5.19,Palm Oil,3.81,2016
West Sulawesi,-1.7797,119.84,2168,5.01,Cocoa,1.85,2024
West Java,-7.4593,107.7107,3192,6.36,Coffee,1.29,2020
Special Region of Yogyakarta,-7.8602,110.153,2588,5.29,Rice,4.75,2020
East Kalimantan,0.0686,115.2182,2777,5.9,Rubber,0.99,2021
Banten,-6.6233,105.8577,1819,5.94,Rice,4.57,2021
North Kalimantan,2.3312,115.1814,3035,5.02,Palm Oil,3.19,2018
West Java,-7.6636,108.4908,3104,6.16,Rice,4.78,2023
Central Kalimantan,-2.6749,111.7377,2924,5.09,Rubber,0.94,2020
Lampung,-4.0787,105.2569,1823,5.05,Coffee,1.42,2023
Bali,-8.2019,115.4016,1970,5.38,Coffee,1.34,2015
Special Region of Yogyakarta,-8.0533,110.6076,2706,6.24,Soybeans,2.49,2018
Jakarta Special Capital Region,-6.2076,106.8208,1826,5.5,Fruit,3.76,2022
Central Kalimantan,-2.7289,114.6725,3061,5.38,Palm Oil,3.76,2021
Papua,-1.7703,137.6136,3201,6.01,Sweet Potato,12.19,2020
Bangka-Belitung Islands,-1.2303,109.2471,2305,5.5,Pepper,1.07,2024
East Java,-8.0176,112.9961,2825,6.05,Tobacco,1.7,2023
East Kalimantan,0.4443,116.162,2658,5.65,Rice,4.39,2019
South Kalimantan,-3.6355,114.9097,3011,5.69,Rice,5.04,2019
West Java,-6.4043,107.3495,3107,5.44,Rice,4.37,2018
West Sulawesi,-3.1403,119.4189,2233,5.0,Cocoa,1.78,2019
Special Region of Yogyakarta,-7.9,110.1719,2677,6.21,Soybeans,2.42,2017
East Java,-7.8582,112.6644,2340,6.53,Corn,4.49,2024
West Papua,-0.9816,131.8721,3713,5.81,Rice,5.01,2021
South Sulawesi,-7.0543,120.6948,1981,6.01,Corn,4.36,2018
Bangka-Belitung Islands,-2.3473,106.1615,2312,4.89,Rubber,0.81,2023
West Nusa Tenggara,-8.4879,118.4424,2263,6.22,Corn,3.62,2018
Bali,-8.2907,114.6062,2132,5.59,Rice,5.04,2022
West Java,-6.5684,108.1662,3020,5.63,Coffee,1.42,2022
Lampung,-4.8615,104.501,2141,6.74,Sugarcane,6.63,2016
Bali,-8.3175,114.7082,1942,5.35,Coffee,1.42,2015
Jakarta Special Capital Region,-6.1587,106.9443,1422,6.35,Urban Vegetables,4.32,2021
Papua,-7.2113,138.7654,3379,4.79,Cassava,9.29,2018
South Kalimantan,-2.9662,114.8654,2977,5.94,Rubber,1.0,2018
East Java,-7.4481,111.8301,2495,6.19,Tobacco,2.11,2021
Bali,-8.2072,115.2635,2116,5.67,Rice,4.7,2020
West Sulawesi,-1.4908,119.3321,2383,6.36,Coconut,3.77,2016
North Sulawesi,0.7913,124.4217,2543,5.3,Cloves,1.04,2021
Central Sulawesi,-1.5009,122.3762,2266,5.65,Cocoa,1.71,2018
Bali,-8.3637,115.5795,2065,5.48,Rice,4.71,2019
Riau Islands,0.891,103.4334,2607,5.23,Rice,4.56,2020
West Sulawesi,-1.1139,119.5224,2205,6.35,Coconut,4.29,2018
Aceh,4.8335,96.0311,2717,6.24,Corn,3.92,2018
South Sulawesi,-5.331,119.6236,2174,6.2,Corn,4.61,2021
Bali,-8.2739,114.9106,2375,6.11,Fruit,3.88,2021
East Java,-7.1501,112.2687,2502,5.56,Tobacco,2.01,2020
North Kalimantan,2.3411,116.0217,2486,5.6,Rice,4.3,2018
Banten,-6.5926,106.2869,1878,6.44,Coconut,3.88,2015
Gorontalo,0.6402,122.7878,2311,5.96,Cashew,0.98,2019
East Nusa Tenggara,-10.139,120.24,1325,5.35,Cocoa,1.9,2021
Bali,-8.4357,115.2693,2109,5.5,Fruit,3.7,2021
West Nusa Tenggara,-8.3302,118.1854,1612,5.66,Rice,4.09,2016
Lampung,-4.3075,105.7587,1718,6.33,Sugarcane,6.44,2022
Bengkulu,-3.5125,102.7081,2586,5.77,Rice,4.44,2022
Southeast Sulawesi,-5.3949,122.6809,2017,6.0,Cashew,1.04,2024
East Nusa Tenggara,-10.0588,120.1494,1379,6.05,Corn,4.76,2017
Special Region of Yogyakarta,-7.8741,110.0762,2568,6.08,Corn,4.72,2023
West Papua,-1.9068,129.9888,3407,5.39,Cassava,9.2,2023
West Sulawesi,-2.6858,119.1986,2232,5.3,Cocoa,1.7,2019
Jambi,-0.8444,103.3803,2487,5.51,Rubber,1.03,2017
North Kalimantan,3.3715,117.5613,2869,4.62,Palm Oil,3.69,2024
West Java,-7.1021,108.1759,2486,5.97,Rice,4.22,2021
Central Sulawesi,-1.4406,121.9045,2106,5.08,Cocoa,1.47,2022
Riau,0.717,101.7776,2285,4.5,Rubber,0.76,2024
Banten,-6.1684,105.9033,2108,6.33,Corn,4.35,2018
East Java,-7.0708,111.7768,2384,5.0,Rice,4.39,2017
East Kalimantan,1.3436,117.6238,2690,5.87,Rice,4.54,2015
South Kalimantan,-1.4909,115.5092,2604,5.77,Rice,4.71,2017
South Kalimantan,-4.1707,114.6736,2891,5.3,Palm Oil,4.12,2021
South Sulawesi,-4.2489,120.0504,2223,5.76,Corn,4.57,2019
South Kalimantan,-2.6526,115.5269,3119,5.02,Rubber,0.82,2024
South Sumatra,-4.8552,104.3065,2134,4.57,Palm Oil,3.92,2023
Jakarta Special Capital Region,-6.2177,106.8542,1711,5.68,Fruit,3.93,2016
West Sulawesi,-2.0674,119.6782,2165,6.21,Rice,4.3,2016
West Sulawesi,-3.3326,119.0528,1925,6.02,Coconut,3.01,2015
West Kalimantan,0.9686,112.2955,3484,5.55,Rice,4.04,2022
North Kalimantan,1.7511,114.9045,2566,6.06,Rice,4.28,2015
Southeast Sulawesi,-3.2144,121.6719,1978,6.45,Cashew,0.93,2017
West Sulawesi,-2.427,119.3899,2335,6.15,Coconut,3.65,2019
North Sulawesi,0.7307,124.1384,2921,5.02,Cloves,0.86,2021
Gorontalo,0.7882,123.1219,2408,5.89,Corn,3.91,2024
Gorontalo,0.8838,122.0639,2520,6.27,Corn,3.88,2024
Lampung,-5.2813,104.3678,2006,5.32,Coffee,1.38,2019
Aceh,5.059,95.4155,2561,5.15,Rice,4.9,2023
West Sumatra,-1.9991,101.0698,3102,5.69,Rice,3.93,2017
East Java,-6.8613,111.7327,2426,5.79,Rice,4.54,2017
Lampung,-4.3954,105.8572,1730,5.31,Coffee,1.32,2018
Bangka-Belitung Islands,-1.4835,109.0523,2330,4.75,Rubber,0.92,2021
Central Kalimantan,-3.2113,111.9597,2790,5.39,Palm Oil,3.33,2016
Central Java,-6.9743,110.712,3028,5.89,Rice,4.73,2023
East Java,-8.1274,112.8694,2699,5.5,Rice,4.49,2017
Central Java,-7.2694,109.756,2515,6.19,Rice,4.01,2016
South Kalimantan,-3.7546,114.6263,2825,5.03,Palm Oil,3.66,2022
Jakarta Special Capital Region,-6.1766,106.7508,2055,5.87,Fruit,3.5,2021
Maluku,-3.6284,127.2093,3091,6.9,Coconut,4.04,2020
Bali,-8.1636,114.6856,1971,6.0,Rice,4.5,2018
Central Sulawesi,-1.0497,122.4898,2411,5.38,Cocoa,1.7,2019
North Kalimantan,3.7348,117.0195,3005,5.8,Rice,4.65,2020
East Java,-7.3275,111.4868,2607,6.56,Corn,4.41,2016
Central Sulawesi,-1.9333,121.663,2317,5.2,Rice,4.49,2021
Gorontalo,0.4432,121.8296,2091,5.11,Rice,4.54,2016
Aceh,2.9672,97.9427,2911,5.32,Rice,3.55,2017
Central Java,-7.4123,109.4864,2755,6.13,Corn,4.89,2019
South Kalimantan,-3.8315,114.6539,2961,5.99,Rice,4.9,2015
Central Sulawesi,-2.303,121.1933,2572,5.28,Cocoa,1.5,2016
West Kalimantan,1.1459,109.681,3156,5.19,Palm Oil,4.37,2022
West Java,-6.6409,107.1293,2944,5.41,Tea,2.14,2022
Southeast Sulawesi,-4.6854,122.6744,2168,5.32,Cocoa,1.91,2023
Special Region of Yogyakarta,-7.6642,110.4169,2823,6.77,Soybeans,2.55,2023
West Java,-6.3898,107.3373,3033,5.3,Coffee,1.45,2021
Lampung,-4.9368,105.2671,2079,5.35,Coffee,1.38,2019
Aceh,2.5221,97.8716,2394,5.93,Rice,4.78,2015
Bengkulu,-3.4145,102.6257,2547,4.76,Cinnamon,0.69,2020
Jambi,-1.9439,103.1813,2461,5.51,Rubber,1.09,2020
Bali,-8.4259,115.6844,2136,6.5,Fruit,3.57,2024
North Maluku,-1.4325,127.6162,2903,5.0,Rice,4.26,2021
Aceh,3.8731,96.6354,2630,6.01,Corn,3.99,2022
South Sulawesi,-5.2397,120.1977,2457,6.15,Cashew,0.81,2016
South Kalimantan,-3.2821,115.0124,2857,5.22,Rice,4.95,2023
West Kalimantan,-1.0675,110.5804,3158,4.91,Palm Oil,3.72,2019
North Maluku,2.0979,127.9325,2643,5.73,Nutmeg,0.97,2024
East Nusa Tenggara,-9.8158,120.59,1683,5.57,Cocoa,1.59,2016
Gorontalo,0.6337,123.0652,2040,5.53,Rice,4.68,2022
West Kalimantan,-2.1101,110.7582,3439,5.47,Rice,4.49,2020
East Kalimantan,0.8688,115.1027,2768,5.13,Palm Oil,4.1,2021
North Kalimantan,3.8073,115.8862,2523,5.76,Rice,4.85,2024
Jakarta Special Capital Region,-6.1656,106.9014,1775,6.08,Fruit,3.75,2016
Bali,-8.7624,115.5981,1922,5.57,Rice,5.02,2020
Central Sulawesi,1.2107,121.1363,2544,5.59,Rice,4.76,2016
West Java,-6.6887,106.7688,3345,5.61,Rice,4.05,2017
Central Kalimantan,-1.7367,114.6483,3034,5.89,Rice,5.27,2022
Jakarta Special Capital Region,-6.2832,106.8043,1516,6.0,Urban Vegetables,4.23,2020
Bali,-8.7264,115.5595,1794,6.13,Rice,4.16,2015
South Sulawesi,-7.364,121.1393,2049,5.92,Cocoa,1.67,2022
Jambi,-1.7546,103.5108,2277,5.01,Rubber,1.04,2021
Lampung,-4.8936,105.8651,2308,7.0,Sugarcane,6.02,2017
East Java,-7.9626,111.8842,2903,6.53,Corn,3.72,2023
West Java,-6.9279,107.1588,3201,5.12,Tea,1.98,2021
East Kalimantan,-0.9993,115.8869,2955,5.52,Rice,4.47,2018
East Java,-7.6965,111.7114,2330,6.18,Corn,3.91,2022
Central Kalimantan,-2.5392,111.8349,2965,5.07,Rubber,1.04,2017
North Sulawesi,0.9836,124.2864,2599,5.59,Rice,5.12,2024
